,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"查詢條件：
[資料類型]指標-發生率
[統計值]年齡別率
[年度]1979-2010
[性別]男性及女性
[年齡]全部-
[鄉鎮]三重區, 
[癌症部位]口腔、口咽及下咽, 主唾液腺, 鼻咽, 消化器官及腹膜, 呼吸系統及胸腔內器..., 骨、關節及關節軟骨, 結締組織、皮下組織..., 皮膚, 女性乳房, 男性乳房, 女性生殖器官, 男性生殖器官, 泌尿器官, 眼及淚腺, 中樞神經系統, 內分泌腺, 其他分界不明的部位, 惡性淋巴瘤, 不明原發部位, 白血病, 其他, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"欄位說明：
分率=某特定癌症數÷總癌症數×100
粗率=（某特定癌症新診斷或死亡人數÷總人口數）×100000
年齡別率=（某年齡層癌症新診斷或死亡人數÷某年齡層人口數）×100000
標準化率=Σ（某特定年齡別率×該年齡層標準人口數）÷Σ（某特定年齡層標準人口數）×100000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,5.63,,,,,,1,5.63,,,1,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,8.88,,,,,,,,,,,,,,1,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.88,,,3,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,9.96,,,,,,,,,,,,2,19.93,,,,,,,1,9.96,,,1,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,12.12,,,1,12.12,,,1,12.12,,,,,,2,24.23,,,,,2,24.23,1,12.12,,,,,2,24.23,,,,,,,,,,,,,,,,,1,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,6,84.36,,,,,1,14.06,1,14.06,1,14.06,1,14.06,1,14.06,,,,,,,,,,,,,,,,,,,2,28.12,3,42.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,49.64,,,,,,,,,,,,,,5,82.73,,,1,16.55,2,33.09,3,49.64,,,3,49.64,1,16.55,,,,,,,,,1,16.55,,,,,,,1,16.55,,,1,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,4,84.96,,,1,21.24,1,21.24,5,106.20,,,8,169.92,1,21.24,,,,,1,21.24,,,,,,,1,21.24,,,1,21.24,1,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,33.34,,,,,,3,100.03,,,,,,,5,166.72,,,2,66.69,,,1,33.34,,,,,3,100.03,3,100.03,,,,,1,33.34,2,66.69,,,2,66.69,1,33.34,1,33.34,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,46.27,,,1,,,,46.27,1,46.27,,,,,2,92.55,4,185.10,,,4,185.10,,,,,1,46.27,,,,,2,92.55,1,46.27,,,,,,,,,,,,,1,46.27,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,90.25,1,90.25,,,,,,,,,,,,,,,,,,,,2,180.51,,,,,,,,,,,,,,,1,90.25,,,,,,,,,,,,,,,1,90.25,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,4.72,,,,,1,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,5.44,,,,,,,,,,,,,,,,,,,,,1,5.44,,,,,,,,,,,2,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,7.80,2,,,,15.61,,,2,15.61,1,7.80,,,,,,,,,,,,,,,,,,,,,,,2,15.61,,,3,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,19.77,,,,,,,,,,,,,,,,1,9.89,,,,,,,,,,,,,,,,,1,9.89,,,,,,,,,,,1,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,3,33.96,,,,,,,,,,,2,22.64,,,,,,,,,,,,,,,,,4,45.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,13.38,,,,,,,,,,,,,,,,8,107.05,,,1,13.38,,,,,6,80.29,,,,,,,,,,,1,13.38,,,,,,,1,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,15.69,2,31.39,,,,,,,,,,1,15.69,7,109.86,,,,,1,15.69,,,11,172.63,6,94.16,4,62.77,,,,,2,31.39,1,15.69,1,15.69,,,,,3,47.08,1,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,40.89,,,1,20.45,1,20.45,1,20.45,,,,,,,,5,102.23,,,,,,,2,40.89,7,143.12,6,122.67,3,61.34,,,,,3,61.34,,,,,,,,,,,1,20.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,31.24,,,,,,,,,,1,31.24,2,62.48,1,31.24,,,,,,,5,156.20,7,218.68,3,93.72,,,,,,,,,,,,,1,31.24,1,31.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,91.12,1,45.56,,,,,,,,,,,,,,1,45.56,,,,,,,1,45.56,8,364.46,6,273.35,1,45.56,1,45.56,,,1,45.56,1,45.56,,,,,3,136.67,,,,,1,45.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,158.86,,,,,,,,,1,,,,79.43,1,79.43,1,79.43,,,,,,,,,2,158.86,3,238.28,,,,,,,1,79.43,,,,,,,,,,,,,1,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,176.37,2,352.73,,,,,,,,,,,2,352.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,485.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,4.53,,,,,,,,1,4.53,,,1,4.53,,,,,,,,,,,,,,,,,1,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,2,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,5.85,,,,,1,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.85,,,,,,,,,,,2,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.07,1,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,5.31,,,,,,,,,,,,,,,,,,,,,,,,1,5.31,,,,,,,,,,,,,,,1,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,6.86,,,3,20.59,,,,,,,,,,,,,1,6.86,,,,,,,,,,,1,6.86,,,,,,,3,20.59,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,2,21.50,,,,,,,,,4,43.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,11.28,,,1,11.28,,,,,,,,3,33.83,,,,,,,1,11.28,1,11.28,,,,,1,11.28,,,,,,,,,2,22.56,,,,,,,5,56.39,,,1,11.28,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,13.68,,,,,,,,,1,,,,13.68,,,5,68.42,,,,,2,27.37,,,1,13.68,1,13.68,1,13.68,,,,,,,,,,,,,,,,,,,4,54.73,,,1,13.68,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,5,77.99,,,,,2,31.20,1,15.60,5,77.99,,,1,15.60,4,62.39,,,,,1,15.60,1,15.60,3,46.79,,,1,15.60,3,46.79,2,31.20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,20.14,,,8,161.13,,,,,,,1,20.14,2,40.28,,,4,80.56,3,60.42,1,20.14,,,,,1,20.14,2,40.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,28.69,4,114.78,,,,,1,28.69,1,28.69,2,57.39,,,5,143.47,1,28.69,,,,,,,1,28.69,1,28.69,,,,,4,114.78,8,229.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,3,131.41,1,43.80,,,,,3,131.41,4,175.21,,,3,131.41,5,219.01,,,,,,,,,3,131.41,,,1,43.80,1,43.80,3,131.41,1,43.80,,,3,131.41,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,1,77.16,,,,,,,1,77.16,,,,,4,308.64,,,1,77.16,,,,,,,,,,,,,,,,,,,,,1,77.16,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,157.23,,,,,,,,,,,,,,,,,,,,,,,,,,,2,314.47,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,409.84,,,,,,,,,,,,,,,,,,,,1,409.84,,,1,409.84,,,,,,,,,,,,,,,,,2,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
