,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"查詢條件：
[資料類型]指標-發生率
[統計值]年齡別率
[年度]1979-2010
[性別]男性及女性
[年齡]全部-
[鄉鎮]彰化市, 
[癌症部位]口腔、口咽及下咽, 主唾液腺, 鼻咽, 消化器官及腹膜, 呼吸系統及胸腔內器..., 骨、關節及關節軟骨, 結締組織、皮下組織..., 皮膚, 女性乳房, 男性乳房, 女性生殖器官, 男性生殖器官, 泌尿器官, 眼及淚腺, 中樞神經系統, 內分泌腺, 其他分界不明的部位, 惡性淋巴瘤, 不明原發部位, 白血病, 其他, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"欄位說明：
分率=某特定癌症數÷總癌症數×100
粗率=（某特定癌症新診斷或死亡人數÷總人口數）×100000
年齡別率=（某年齡層癌症新診斷或死亡人數÷某年齡層人口數）×100000
標準化率=Σ（某特定年齡別率×該年齡層標準人口數）÷Σ（某特定年齡層標準人口數）×100000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,8.97,,,1,8.97,,,,,,,,,,,,,,,2,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,10.30,,,,,,,1,10.30,,,,,,,,,,,,,,,,,,,,,1,10.30,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,10.99,,,,,,,,,,,,,,,,2,21.97,,,,,,,,,,,,,,,,,,,,,1,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.70,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,19.41,,,,,1,19.41,1,19.41,,,,,,,,1,19.41,,,1,19.41,,,,,,,,,,,,,,,,,,,,,,,2,38.82,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.86,,,,,,,,,,,,,,,,,,,2,45.72,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,47.95,,,,,,,,,,1,23.98,,,,,1,23.98,,,,,,,,,,,1,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,104.49,1,26.12,,,,,1,26.12,,,,,,,,,,,,1,26.12,,,3,78.37,1,26.12,,,,,,,2,52.25,,,1,26.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,58.79,,,3,88.18,,,2,58.79,,,,,,,,,,2,58.79,8,235.16,,,1,29.39,1,29.39,,,,,,,,,,,,,,,1,29.39,1,29.39,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,36.43,,,3,109.29,,,2,72.86,,,,,,,,,,,,,,,,6,218.58,1,36.43,,,,,,,,,4,145.72,1,36.43,,,,,1,36.43,2,72.86,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,66.31,,,,,,,,,,,,1,66.31,,,,,1,66.31,1,66.31,,,,,,,,,,,,,1,66.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,128.87,,,,,,,2,257.73,,,,,,,,,,,,,,,,,,,,,,1,128.87,,,,,1,128.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,1,8.75,,,,,,,,,,,,,,,,,,,,,,,,2,17.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,21.75,,,1,,,,21.75,,,2,43.50,,,1,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,48.10,,,,,,,,,1,,,,24.05,,,,,2,48.10,4,96.20,2,48.10,,,,,,,,,,,,,2,48.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,25.70,2,51.40,,,,,,,2,,,,51.40,,,,,1,25.70,4,102.80,5,128.50,,,,,,,1,25.70,,,,,3,77.10,1,25.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,114.19,,,,,,,1,28.55,1,,,,28.55,,,1,28.55,1,28.55,2,57.09,,,1,28.55,,,1,28.55,2,57.09,1,28.55,,,3,85.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,39.37,2,78.74,,,,,,,,,,1,39.37,2,78.74,5,196.85,4,157.48,1,39.37,,,,,,,2,78.74,,,,,1,39.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,64.89,,,,,,,,,3,,,,194.68,,,,,2,129.79,3,194.68,1,64.89,,,2,129.79,,,1,64.89,,,2,129.79,1,64.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,3,367.20,,,,,,,,,,,,,,,,2,244.80,,,,,,,,,,,,,,,,,,,,,,,1,122.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,243.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,243.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2040.82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,10.84,,,,,1,10.84,,,,,,,,,1,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,3,40.88,1,,,,13.63,1,13.63,,,,,2,27.26,,,,,1,13.63,,,,,,,,,,,,,2,27.26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,20.50,,,,,,,,,,,,,,,,,,1,20.50,,,,,,,,,,,,,,,,,1,20.50,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,2,43.16,,,2,43.16,,,,,,,,,,,1,21.58,,,,,,,,,,,,,1,21.58,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,95.92,,,,,,,,,,,,,,1,23.98,,,,,,,1,23.98,,,,,,,,,,,,,,,,,,,1,23.98,3,71.94,1,23.98,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,25.06,,,,,,,,2,50.11,,,,,1,25.06,,,,,1,25.06,,,,,,,,,,,1,25.06,,,1,25.06,3,75.17,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,57.01,,,,,,,,,,,,,,3,85.52,,,,,,,2,57.01,,,4,114.03,1,28.51,,,,,1,28.51,1,28.51,,,,,,,3,85.52,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,36.44,,,,,,,,,,1,36.44,1,36.44,,,1,36.44,,,,,1,36.44,1,36.44,,,,,2,72.89,1,36.44,,,,,2,72.89,1,36.44,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,64.18,,,,,,,,,,,,1,64.18,,,,,1,64.18,3,192.55,,,1,64.18,,,,,3,192.55,2,128.37,,,,,,,,,4,256.74,,,1,64.18,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,112.36,,,,,,,,,,,1,112.36,,,,,,,,,,,,,,,,,1,112.36,,,,,,,,,,,,,,,,,,,,,,
