,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"查詢條件：
[資料類型]指標-發生率
[統計值]年齡別率
[年度]1979-2010
[性別]男性及女性
[年齡]全部-
[鄉鎮]松山區, 大安區, 中山區, 內湖區, 南港區, 士林區, 北投區, 信義區, 中正區, 
[癌症部位]口腔、口咽及下咽, 主唾液腺, 鼻咽, 消化器官及腹膜, 呼吸系統及胸腔內器..., 骨、關節及關節軟骨, 結締組織、皮下組織..., 皮膚, 女性乳房, 男性乳房, 女性生殖器官, 男性生殖器官, 泌尿器官, 眼及淚腺, 中樞神經系統, 內分泌腺, 其他分界不明的部位, 惡性淋巴瘤, 不明原發部位, 白血病, 其他, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"欄位說明：
分率=某特定癌症數÷總癌症數×100
粗率=（某特定癌症新診斷或死亡人數÷總人口數）×100000
年齡別率=（某年齡層癌症新診斷或死亡人數÷某年齡層人口數）×100000
標準化率=Σ（某特定年齡別率×該年齡層標準人口數）÷Σ（某特定年齡層標準人口數）×100000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.12,,,,,1,9.18,1,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,2,10.82,2,,,,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,5.37,,,,,,,1,9.29,2,,,,10.28,,,,,,,,,,,1,6.94,1,6.94,,,,,,,4,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15.00,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,7.09,3,,,,9.47,,,,,,,,,,,1,5.59,3,8.58,,,,,,,1,24.58,,,,,,,,,2,49.15,1,9.26,,,2,17.05,1,10.94,,,,,1,7.09,1,9.26,,,3,15.04,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,3,,,,82.03,,,,,,,,,,,2,12.87,,,1,10.83,,,1,8.41,,,,,,,,,,,,,,,,,1,10.83,,,,,,,,,3,25.16,,,1,10.83,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,17.08,,,1,6.85,,,,,,,,,,,,,1,12.40,,,,,,,,,,,1,15.06,,,2,9.41,,,,,,,,,,,,,5,23.53,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,15.13,,,,,1,,,,14.00,,,2,19.52,,,1,18.92,,,1,61.84,1,15.13,1,8.45,,,1,14.00,1,8.45,,,,,,,,,,,,,,,1,15.13,1,18.92,,,,,,,1,15.13,,,5,15.02,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,,,,,,,,,,,,,,,1,11.34,4,28.59,,,,,,,,,,,3,85.94,,,,,4,25.01,2,13.25,,,1,14.55,,,,,,,,,3,21.45,,,,,,,,,,,,,9,32.49,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,23.42,,,2,20.77,,,,,,,,,,2,17.15,6,35.00,,,,,,,,,1,15.14,6,22.33,,,,,4,23.33,1,19.78,2,18.28,,,,,,,,,1,19.78,2,29.11,,,,,,,,,,,1,10.96,4,25.11,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,43.10,,,1,21.22,,,,,4,,,,15.75,1,18.95,15,34.48,,,,,,,2,10.51,7,21.22,16,36.78,,,,,14,42.14,2,18.07,,,1,10.40,1,18.95,1,10.40,,,,,6,16.45,,,,,,,,,,,4,22.93,7,33.90,,,2,37.89,,,,,,,,,,,,,,,,,,
,,,,55~59,11,39.85,1,10.89,6,48.17,,,,,1,,,,27.43,,,19,53.39,,,1,10.89,,,2,54.85,13,45.97,17,50.26,2,22.70,,,20,56.21,4,72.15,2,37.00,1,27.43,1,27.43,,,2,54.85,2,18.28,6,30.38,,,1,11.35,2,18.92,,,1,27.43,4,16.52,4,19.57,1,11.35,,,4,25.97,,,,,,,,,,,,,,,,
,,,,60~64,1,36.44,,,,,1,16.69,,,,,,,,1,95.51,8,52.92,,,,,,,,,14,77.10,28,162.42,,,,,22,100.23,4,36.48,,,,,,,,,2,52.76,4,118.76,9,53.52,1,36.44,1,17.10,2,16.89,,,,,8,41.46,2,72.89,,,,,2,20.13,,,,,,,,,,,,,,,,
,,,,65~69,2,57.47,,,,,1,24.03,,,,,,,,3,123.25,3,34.87,,,,,1,54.38,,,5,52.01,20,136.04,,,,,21,135.53,4,37.83,1,54.38,1,60.94,,,,,2,57.47,3,30.58,11,132.72,1,126.10,2,121.88,,,,,,,5,53.21,2,25.09,,,,,2,121.88,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,102.56,1,46.51,,,,,,,,2,65.36,1,46.51,1,57.97,,,1,46.51,1,46.51,1,75.24,7,121.78,,,,,4,89.75,2,78.83,,,,,,,,,,,,,,,,,1,75.24,,,,,,,2,93.15,,,2,143.16,1,258.40,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,128.87,1,205.76,,,,,,,,,1,193.05,,,4,175.98,,,,,5,290.53,2,443.46,,,,,,,,,,,,,3,298.80,,,,,,,,,,,,,,,1,205.76,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,546.45,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
